timestamp,class,confidence,x,y,width,height
2025-04-25 10:04:15,20mm,0.5196716785430908,333.0,325.0,372.0,306.0
2025-04-25 10:04:16,10mm,0.8323544263839722,320.0,327.5,394.0,293.0
2025-04-25 10:04:17,10mm,0.8323544263839722,320.0,327.5,394.0,293.0
2025-04-25 10:04:18,10mm,0.8323544263839722,320.0,327.5,394.0,293.0
2025-04-25 10:04:20,10mm,0.8323544263839722,320.0,327.5,394.0,293.0
2025-04-25 10:04:21,10mm,0.8323544263839722,320.0,327.5,394.0,293.0
